id,price_inr
2128,1946.64
59709,4151.18
3236,1306.97
40258,3130.87
11771,4461.26
57724,1835.52
48604,3752.62
4559,4674.48
47537,3777.86
24912,1917.66
15517,628.79
53542,1612.22
12278,4311.76
52884,4357.47
43751,4696.06
13166,593.76
55133,4020.63
45320,2575.31
14609,1154.5
6428,4769.65
32816,3368.68
44980,3182.13
55655,3424.25
42329,2576.24
43037,688.53
44758,786.03
7736,2967.24
8405,1755.07
15271,2812.15
16778,2554.61
48162,1979.07
47251,1875.45
3550,1941.99
11017,4098.04
57042,1363.21
41620,2328.13
28696,2003.56
39943,1591.2
10309,4373.47
38485,4301.08
17466,2980.33
51433,3551.89
26863,3043.25
18755,990.55
5121,4835.03
59084,2854.32
26888,738.73
20221,3575.16
36443,3006.05
16793,4039.58
39770,2312.01
48189,1602.54
26650,3872.05
18966,4020.16
29563,3676.74
32625,2214.61
25359,703.53
13833,3399.58
55866,1262.3
23728,881.31
24047,3621.72
7905,773.56
24721,4912.74
43962,4785.53
9096,3649.82
34532,1053.4
8388,2189.76
22350,2668.71
32143,2873.83
5874,3981.03
26136,1657.59
36325,3617.99
21659,1631.88
39016,3542.9
11942,2909.64
57917,2153.87
38308,812.14
20547,1406.27
27228,907.37
10484,2746.71
30754,2427.63
21881,1629.49
48837,2266.41
26122,4441.78
5860,4102.8
29211,2106.47
36331,4623.1
39002,4390.02
11956,3357.84
10490,1917.99
48823,3951.84
21895,3126.76
30740,3758.27
33249,4573.6
24735,2272.12
13199,3306.55
9082,688.1
34526,3544.85
22344,1522.55
32157,696.55
12287,1806.86
32631,4163.97
55872,4861.94
13827,1382.37
7911,1384.29
24053,3901.53
59090,3810.74
37749,3781.6
20235,2095.27
17499,882.46
36457,985.89
39764,2137.23
16787,668.26
2869,788.03
26644,2276.33
31338,1478.01
25365,1891.54
32619,4755.11
9914,1043.25
35176,551.49
34268,1925.73
23714,2603.29
44957,4536.18
7939,3597.35
33507,1068.96
2699,3057.1
39994,547.49
28641,501.6
27572,3107.11
38452,3601.9
18782,4176.62
37761,1202.19
46198,1924.44
2841,2064.52
21103,3238.46
28899,4098.83
47286,2953.26
3587,1548.61
31310,4059.79
57095,3464.06
29239,2576.96
31476,967.3
46826,1933.1
5848,749.79
21665,3872.96
59906,1958.94
36319,1500.62
38334,2078.89
51382,4447.79
5690,1886.01
30768,4163.69
28127,3526.29
27214,4819.82
6399,1016.13
23072,4698.34
7087,2074.51
53595,4582.26
25403,2303.41
43786,921.66
14806,3301.57
24709,4900.87
7093,4355.5
22378,2625.27
53581,4179.28
25417,1095.51
14812,1331.42
52847,4710.17
43792,4975.51
31462,1633.53
59912,4199.93
21671,3013.67
51396,4548.18
38320,2033.4
5684,635.04
28133,3616.69
28655,906.07
39980,3696.34
50936,4914.42
27566,4760.14
20209,4222.29
38446,2448.17
37775,3996.69
18796,2685.13
39758,1581.66
21117,934.53
2855,4725.51
19488,2260.18
47292,4882.74
31304,1078.7
3593,1953.29
57081,789.48
26678,3540.55
25371,925.25
54588,1542.85
9900,1442.43
35162,1554.42
44943,1538.66
33513,2042.42
25826,2498.98
6164,2238.99
52476,1479.84
9257,725.41
55319,608.38
42665,1282.78
54007,3224.2
12052,2335.02
32382,1933.96
44214,3800.18
8149,1367.36
53768,1022.37
22191,3455.8
21498,3570.65
16234,4522.79
19107,3353.87
4773,3398.72
30595,1873.69
2302,4468.24
59523,1891.04
56610,3432.82
10645,3834.48
49730,2854.04
20786,585.43
31853,3851.73
46403,1877.19
18219,1761.73
49056,3638.84
51619,3878.83
46365,1264.37
59245,4209.11
56176,3852.18
17894,1808.55
26491,3384.58
57268,2676.06
50507,2191.05
48348,664.7
16552,3632.0
19661,1911.16
4015,4801.58
27957,1027.49
44572,1061.41
33922,3715.15
25198,3521.11
12734,2706.94
24286,4312.88
42103,2274.61
6602,4377.78
34095,2776.73
52310,4038.71
9531,4137.2
14345,1251.05
44566,4342.73
7508,4677.32
33936,4435.83
12720,1517.57
43209,883.53
24292,2130.21
42117,3619.4
34081,3259.27
6616,1553.93
14351,3336.08
9525,3973.24
52304,2357.07
17658,2705.47
37588,601.2
59251,877.29
10137,3645.16
56162,1787.95
17880,3620.2
38863,4091.13
26485,2890.24
11229,4906.32
16546,4723.41
50513,1550.71
27943,2856.83
36696,2853.59
4001,2206.08
19675,556.87
16220,2928.98
4767,4888.37
19113,4806.79
40066,3545.31
58629,2264.71
59537,2560.68
2316,1617.42
41378,1721.4
30581,817.55
56604,4546.43
31847,4908.02
20792,2096.07
46417,3513.11
5479,3101.94
6170,3993.32
25832,1935.51
14437,700.29
9243,1034.75
52462,1073.46
13358,2350.12
33088,2959.32
42671,3765.75
12046,1055.58
32396,1608.02
44200,1706.18
15729,574.89
48412,2780.49
16208,812.56
11567,3977.23
57532,3715.16
3020,3745.92
20962,3637.74
4997,3117.62
41350,2505.48
5451,751.91
18225,2042.35
17116,1253.6
51143,842.48
45136,2043.38
6158,2453.93
1637,4667.26
42659,1398.76
13370,2208.38
55325,2503.0
43547,2949.77
34917,3571.11
15701,1728.34
8175,3908.77
53754,4530.69
42881,806.53
44228,1978.45
7246,2929.65
15067,3259.31
8613,2928.36
53032,4395.43
7520,1538.27
43221,1945.48
45888,1660.6
12708,3343.21
22813,2460.51
13416,3339.74
55443,1224.43
14379,3605.15
45650,4275.18
54985,774.48
46359,1158.14
18543,2961.02
29946,724.66
17670,2955.95
51625,3128.44
19885,631.66
41436,1743.89
28480,3618.78
59279,3263.06
57254,4521.92
58167,677.63
3746,4138.23
4029,4286.02
47047,2682.78
48374,3570.78
18557,3433.64
51631,2065.03
38687,900.19
17664,4841.07
19891,3714.57
57240,4742.46
11215,2218.74
3752,4647.62
58173,585.16
47053,1103.07
19649,3323.79
48360,1902.53
39599,1115.52
53026,2171.42
8607,2652.74
15073,1486.14
7534,4306.19
43235,906.05
22807,889.52
55457,4531.77
13402,3368.02
9519,2362.86
52338,3287.18
54991,4883.5
45644,3757.14
45122,2277.67
1623,4976.11
55331,3664.05
13364,2627.2
43553,2849.33
34903,3366.96
42895,1159.67
53740,678.74
8161,671.77
15715,4168.21
7252,2731.0
48406,4111.95
57526,1770.32
11573,2967.28
20976,3503.67
58615,3877.87
56638,923.25
4983,3661.71
18231,2889.08
5445,4894.27
51157,3492.93
49718,2183.81
17102,4003.7
28319,3866.11
30556,1045.45
4968,2400.67
31890,2382.26
37239,3573.69
39214,794.13
36127,4422.04
31648,4151.37
29007,4558.54
26334,1026.23
11598,2552.05
12091,1030.52
32341,3390.32
22152,1140.91
1810,761.28
34730,3407.48
24523,3871.25
15926,2772.26
33739,3417.67
8834,4180.13
34056,4279.32
14386,4189.81
22634,780.95
15098,3298.09
45877,3431.47
6819,500.23
32427,686.4
51802,2800.35
17857,4564.94
29761,4145.09
26452,689.6
39572,1087.19
27994,1962.77
3961,1309.64
20023,1050.31
49095,4113.57
59286,4718.46
36899,4698.37
17843,2075.67
51816,4662.69
26446,633.48
21329,3489.13
39566,1687.14
27980,2712.32
36655,2421.15
38678,4238.42
49081,3106.83
20037,2265.35
3975,1628.73
59292,2253.7
27758,1932.52
24251,1655.63
8820,777.47
34042,685.36
14392,1571.11
22620,2142.06
45863,2741.68
32433,2825.8
25629,1050.13
12085,800.47
32355,1249.06
1804,3467.03
22146,4121.28
23258,3855.14
24537,4492.14
30542,1765.88
10692,4400.75
58832,4099.02
31884,2510.61
39200,3645.59
36133,3819.53
26320,2959.59
43584,2312.91
25601,2744.37
53797,4001.63
42842,4526.94
35412,807.79
7285,2938.42
23270,1289.33
52489,3029.09
33063,2411.57
4954,4240.77
27016,1388.28
28325,926.78
41393,1060.06
37205,1660.15
5492,2884.99
51180,2530.53
20779,4716.8
38136,2991.0
10862,2145.47
39228,1161.17
21467,1352.41
26308,2554.55
49917,3021.91
57297,3046.62
3785,4950.48
31112,997.32
47084,3316.04
18580,770.88
37563,3848.87
40933,3003.99
29985,2507.08
38650,3717.44
56189,4120.39
27770,2774.47
19846,1578.42
33705,943.89
8808,4128.18
55480,4485.26
23516,4997.73
12913,638.92
45693,4588.9
54946,1410.89
22608,1687.42
25167,4840.31
6825,1164.99
33711,3092.63
55494,2633.71
23502,3391.99
45687,4684.35
12907,3678.89
35360,2771.39
6831,995.44
25173,4427.48
57283,2773.23
29749,4574.94
31106,2286.41
3791,1505.04
36669,3016.9
47090,1445.62
21315,3344.84
37577,4132.49
18594,2876.33
38644,3510.65
3949,2383.44
40927,772.77
19852,2154.37
27764,733.63
28457,1278.48
27002,1522.42
4940,3579.24
41387,3420.17
28331,1944.75
5486,2483.89
38122,2861.9
51194,2537.79
4798,1423.33
10876,4870.51
49903,4943.84
31660,2918.43
40099,3765.53
43590,4079.41
32369,3735.02
25615,3925.36
42856,4951.66
53783,2351.92
7291,1423.71
35406,4970.67
23264,3462.79
33077,2612.43
15649,4956.89
12126,3421.35
54173,3847.26
13238,4715.61
15891,3618.63
6010,2866.72
25952,683.18
14557,1399.3
9323,3401.27
52502,3944.54
31927,1349.96
58991,611.5
46577,2428.16
5519,4918.74
59457,709.5
2276,625.42
10731,1732.31
3168,4568.35
40106,1551.92
26283,2947.75
16340,1404.94
50315,1498.22
36090,3559.14
4607,615.69
47669,782.41
19073,813.85
16426,4943.31
50473,748.13
4161,1407.92
19715,4724.55
31099,1720.93
40660,2119.37
11349,3388.51
2510,920.44
10057,3069.26
56002,4253.33
20194,2585.23
49122,4467.78
17738,838.81
45718,3811.38
6776,3250.46
9445,753.18
42077,2561.03
8983,964.61
12640,4797.53
54615,2333.79
43369,2792.99
32590,2637.83
44406,3497.87
7468,3624.34
22783,2881.7
33856,715.28
6762,1464.33
23489,4216.49
9451,1350.14
8997,3827.39
42063,1567.76
54601,3633.3
12654,1629.92
32584,1901.86
44412,3624.45
22797,1442.31
50467,2502.65
48228,2373.47
16432,2459.45
19701,4879.09
4175,2387.09
27837,4265.82
40674,839.07
57308,2382.26
2504,2691.8
56016,2506.6
10043,2073.15
49136,2475.58
51779,2345.88
20180,4747.53
46205,3460.87
49650,1423.58
58985,4528.26
31933,2091.99
46563,2701.66
2262,3065.2
59443,2888.3
56770,2291.34
27189,1507.04
10725,808.77
49888,4875.8
40112,3260.87
26297,4763.12
16354,1034.27
19067,3588.46
4613,3565.55
36084,1430.96
53608,3029.57
54167,902.86
12132,1553.97
24480,1400.81
15885,2267.41
42705,3730.56
25946,4888.07
6004,2700.11
34693,1242.78
52516,4718.55
9337,4028.51
14543,1948.96
5525,3402.33
51037,4273.89
49678,4802.73
17062,2456.48
28292,3386.41
57446,4237.54
11413,718.54
20816,4080.11
3154,1963.97
47655,4004.98
56980,1056.76
48566,3063.71
50329,4362.24
53620,805.06
15675,2088.09
7332,3617.97
34863,3683.9
55251,4993.55
13204,2075.73
45042,4165.85
9479,2902.6
45724,1864.14
55537,2804.66
13562,3402.77
43355,3305.59
54629,1787.5
53146,4874.87
15113,4542.75
7454,2672.95
47133,1112.09
48200,4939.38
57320,1546.3
11375,2109.9
3632,4551.78
58013,841.22
36912,2489.44
18437,3032.89
5243,2417.47
51751,3749.81
17704,2782.03
4149,1711.58
47127,4422.03
48214,1613.11
11361,4526.48
57334,2716.13
58007,3641.79
3626,2845.32
40648,2474.09
36906,1500.92
46239,1368.45
5257,2232.74
29826,1948.27
17710,4708.08
13576,3074.38
55523,3371.12
43341,1734.6
6986,1063.0
12668,1075.42
15107,3908.03
8773,1379.74
53152,4276.77
7440,3200.87
53634,3653.84
44348,1073.62
7326,799.74
34877,3040.73
1757,1762.9
13210,2163.7
55245,1291.03
6038,3283.03
5531,3362.33
18345,2255.75
17076,2111.73
51023,2021.71
10719,4447.11
28286,2578.19
11407,3036.89
3140,4248.14
20802,2623.24
56994,2427.37
47641,823.9
48572,3426.82
16368,1223.77
29173,2437.82
26240,1296.33
48599,4766.4
39360,3535.52
16383,2394.78
36053,4541.14
58952,1679.98
49687,4943.72
20631,4513.5
24457,1414.45
15852,3913.92
53807,943.42
34644,4222.04
25991,1523.37
23338,3504.41
1964,4987.17
22026,715.67
25749,4944.58
32235,4128.75
45903,4418.22
12683,1568.21
32553,3024.02
8798,3381.77
22740,2399.85
33895,1547.37
34122,1821.54
9486,4278.04
24331,1451.09
8940,2958.46
22998,4987.93
30344,1212.99
20157,1053.37
3815,3796.21
21249,3641.94
36735,2991.81
17923,3229.65
51976,4686.48
26526,874.82
30350,2675.92
10080,4319.85
20143,1136.02
39412,1324.22
36721,1538.62
17937,2744.13
26532,3239.46
12697,1163.88
45917,4682.2
6979,534.71
32547,1543.87
33881,2858.63
22754,1397.88
34136,1708.15
9492,1613.5
24325,1845.48
33659,3508.61
8954,2158.53
24443,4591.11
53813,4594.43
15846,4674.66
25985,2545.25
34650,1591.0
14580,1220.73
22032,1558.19
34888,3254.31
32221,3636.01
31728,3985.36
29167,515.63
26254,1918.89
16397,1729.24
39374,4726.05
36047,2147.95
20625,3159.88
49693,1330.84
17089,2041.22
58946,4737.84
28279,612.1
4808,2040.67
33117,4121.55
55292,1191.62
23304,1353.65
42936,4904.43
35566,4019.29
32209,3259.49
25775,548.79
49863,1638.65
31700,1361.88
3197,4727.97
56943,3682.53
46588,1709.33
18392,2702.64
38042,3031.38
2289,1176.9
28251,4379.92
19932,2806.49
27604,3653.97
28537,3276.47
5280,1166.4
37417,1309.93
3829,2911.79
36709,1749.35
21275,2670.4
29629,4655.82
31066,4681.78
6951,3398.39
25013,4804.15
7497,4878.99
35200,4314.13
23462,4904.79
6789,1118.23
12867,2361.47
42088,3056.55
43382,993.11
25007,2521.87
6945,2770.61
22768,825.53
35214,1609.42
7483,1399.61
23476,1785.35
12873,800.52
8968,1653.07
27610,4814.89
19926,4010.47
28523,4872.78
41595,1228.15
5294,3231.81
51786,4849.26
21261,663.95
50498,877.56
31072,3307.73
26268,4654.84
57491,1078.14
3183,4437.51
31714,2181.85
49877,3708.6
56957,4799.47
47682,546.05
19098,2117.49
21507,1638.49
18386,1840.48
20619,3385.4
4834,4661.61
27176,3229.01
28245,873.6
1794,3004.03
33103,2499.68
55286,3656.47
23310,3556.05
45095,1704.24
42922,1593.42
25761,2203.33
22581,1944.7
53378,2373.24
13984,2318.47
44604,1183.69
23847,4232.65
12442,878.12
42275,4682.17
52066,4128.22
14033,3558.77
9647,3236.96
6574,2837.9
18609,4248.4
46013,2141.67
20396,2136.72
10255,3285.51
2712,3570.3
30185,1309.13
59133,4945.44
4363,2765.44
19517,4962.85
50671,4821.64
16624,2031.41
28912,4322.25
4405,4916.98
19271,742.49
16142,3671.75
48758,4135.08
57678,1079.67
40304,4532.02
56566,4127.72
10533,4439.41
21936,3762.01
48980,4502.08
59655,3860.59
46775,4545.65
51209,3464.19
14755,2306.05
9121,2976.92
6212,4766.58
42513,4536.4
24696,3315.41
25588,2427.9
12324,3317.25
44162,1235.34
9135,2145.05
14741,2199.38
45268,656.73
6206,3246.71
1569,3955.68
14999,1038.64
43619,1994.52
44176,2191.92
7118,3994.61
19265,2608.12
4411,4353.91
36286,1235.6
16156,719.79
11639,691.45
40310,3707.19
56572,1373.29
59641,1755.98
48994,2697.09
2060,2466.82
21922,1537.04
37198,863.93
46761,2718.67
17248,4623.9
46007,3802.92
5069,1747.8
20382,1717.11
10241,1641.01
56214,2930.55
59127,4297.93
30191,892.87
2706,1923.57
41768,2675.99
3418,4526.13
58239,4787.22
19503,3225.51
4377,2914.53
47319,4080.5
28906,531.75
16630,2432.34
50665,875.39
22595,3942.8
15339,1206.52
44610,1337.52
23853,2961.31
12456,4321.5
54403,2467.39
42261,3667.52
33498,3203.94
13748,2337.79
9653,3056.83
14027,1855.26
52072,2822.55
6560,3337.09
17506,1926.09
51553,2509.37
26903,3891.17
18635,2842.27
41740,4974.24
50895,4736.41
39823,4123.93
10269,3852.5
58211,1153.35
57122,4935.02
41998,3681.8
47331,2980.65
44638,1527.22
7656,4557.48
15311,671.03
43157,2292.63
13760,3997.5
42249,4068.98
6548,2463.28
45240,1520.47
14769,2909.97
55053,3948.52
1541,3826.2
12318,1512.86
43631,2002.25
7130,1873.25
24872,2449.32
15477,3314.87
53422,3406.55
30807,4291.5
48764,3723.55
4439,2287.35
47457,1885.54
58577,3599.47
3356,1384.81
11611,4308.09
57644,1111.4
46991,1336.32
2048,4900.28
41026,1009.73
59669,1437.49
28090,800.3
38283,1269.27
17260,1956.37
46749,2864.78
5727,596.58
39189,2036.03
30813,3613.09
19259,4246.5
3342,1194.47
58563,3355.18
46985,4372.8
57650,2110.63
11605,2692.28
28084,4651.63
17274,1145.98
38297,2081.7
57888,1643.79
45254,4418.87
9109,3488.61
55047,1291.98
13012,2218.93
1555,3867.44
43625,3262.33
24866,3913.78
7124,752.07
53436,4291.8
15463,2415.82
8217,2460.43
7642,600.21
15305,4438.97
13774,3803.14
32962,812.21
51547,1508.68
17512,3297.88
49308,4050.51
5055,2455.6
18621,3487.97
26917,4924.87
39837,3258.65
50881,2947.12
41754,3298.43
56228,1389.12
3424,1989.08
58205,3205.31
57136,2882.67
11163,2422.41
48016,2662.53
50659,3570.08
47325,722.74
18812,573.41
26724,1412.84
11188,3591.48
31258,3861.3
29417,3438.34
36537,4374.33
39604,1018.94
41967,3216.89
37629,917.1
20355,2772.78
10296,3644.6
28709,1652.71
30146,816.99
7871,1167.05
24133,3301.76
9684,4056.24
34320,3795.03
22542,3023.73
55912,976.55
13947,1125.57
32751,1276.79
23884,2434.97
12481,4434.16
32037,1988.42
22224,812.95
15488,1423.41
14796,631.56
43816,2415.84
34446,2169.84
33329,1605.39
24655,4580.65
48943,4841.7
59696,1981.46
30620,4111.16
57863,4979.36
11836,1647.84
20433,2878.2
49485,2292.22
36251,4693.97
39162,2250.94
16181,2283.43
26042,2397.99
5900,2356.76
29371,4256.4
58588,3853.71
27348,2130.25
30634,4675.93
59682,4953.24
11822,3336.01
57877,3246.84
49491,4524.42
20427,1971.72
36245,1529.73
16195,4660.49
39176,1396.56
26056,4883.15
32023,1759.63
22230,1216.18
43802,4104.18
14782,695.93
34452,1396.01
35994,4161.94
24641,4713.43
24127,1037.25
7865,4397.47
23648,2361.67
9690,1185.26
22556,4146.86
13953,2999.16
55906,2618.25
23890,747.11
25239,676.45
12495,1620.7
26730,3838.23
18806,1748.47
36523,667.2
41973,2495.72
39610,4693.92
20341,1109.3
10282,2799.6
30152,3747.07
33473,4176.13
52099,735.03
7695,704.82
35002,1306.55
53387,3548.54
25211,3113.5
9860,569.68
43194,518.47
31264,4928.39
26718,4777.95
39638,3819.15
20369,2904.48
51590,4075.31
38526,4184.07
5082,787.34
28735,3895.0
16803,544.58
41783,1482.61
50856,545.48
27406,2652.51
28053,970.57
27360,4306.79
56599,4782.51
38240,2707.07
37173,1086.4
59872,1415.36
21711,2033.2
3395,1122.91
57687,2321.42
46952,4134.63
25577,1279.07
14972,2396.73
52927,1845.16
22218,4301.58
45283,2646.44
23106,3833.9
55090,1111.8
24669,1963.57
33315,1287.03
1582,1819.35
14966,1309.94
44189,543.24
45297,3345.27
23112,1329.7
1596,4309.54
30608,4036.71
28047,969.6
27374,1406.43
37167,2828.8
21705,2315.39
59866,4237.76
36279,2819.83
3381,4629.55
46946,3230.06
5928,2296.96
31270,943.04
2921,4509.07
21063,4709.34
4388,1185.86
38532,1838.03
51584,4202.06
37601,1274.25
5096,590.91
50842,1487.84
41797,596.21
16817,1776.38
28721,1661.86
27412,4988.69
44837,3203.55
7859,2576.72
33467,796.74
34308,4495.49
35016,978.79
7681,4467.13
53393,2877.15
25205,844.9
43180,3579.97
9874,1130.24
57692,2106.63
46947,3674.51
5929,3828.67
36278,3887.32
21704,2653.1
37166,3650.17
18185,534.91
27375,502.11
30609,2923.74
28046,2883.39
33300,2200.44
1597,3136.03
23113,1565.34
45296,1247.0
44188,2434.56
14967,4951.99
43181,4804.31
9875,4657.81
25204,3486.24
53392,1530.01
7680,1169.63
35017,3295.48
23675,3581.65
34309,2708.21
33466,1769.21
44836,1884.06
7858,4378.16
27413,1561.48
41796,3019.74
50843,3484.86
28720,4270.95
5097,3767.48
37600,2511.66
38533,3887.82
51585,4191.25
4389,4667.79
2920,2206.24
31271,2583.16
27407,2452.46
16802,3931.36
28734,1018.94
41782,1011.05
5083,1524.71
51591,2931.91
20368,3969.93
38527,810.52
39639,1363.88
2934,668.11
26719,608.02
31265,3654.34
43195,4649.88
25210,1953.67
53386,615.55
35003,1924.08
7694,2039.57
52098,2050.92
33472,3588.55
1583,2183.82
33314,947.21
24668,3176.52
23107,527.03
45282,3409.33
22219,3406.56
52926,3021.82
25576,696.86
46953,2634.44
47495,4571.09
59873,1567.75
21710,2526.95
37172,2734.5
38241,713.99
56598,4642.94
27361,855.87
28052,845.64
35995,1728.89
34453,2052.91
43803,4168.71
14783,829.43
22231,3758.39
26057,2522.13
5915,4907.55
39177,2874.01
16194,1966.61
36244,4249.95
49490,3150.52
20426,1556.05
11823,3554.59
57876,670.5
30635,1793.08
48956,1631.04
59683,1463.63
27349,1133.96
10283,855.71
20340,2089.1
41972,2985.03
39611,2933.49
36522,4612.05
29402,3360.73
18807,1503.85
26731,4874.95
25238,635.82
12494,1378.96
32744,3472.68
13952,2688.77
55907,2791.79
22557,1597.45
34335,4954.4
23649,4038.75
9691,4452.37
7864,4661.3
24126,2917.74
12480,1886.72
23885,1196.93
55913,4497.45
13946,1888.76
22543,1284.61
34321,2208.6
9685,2076.05
24132,4269.24
7870,1035.86
28708,916.18
30147,4372.59
10297,3537.43
20354,4788.72
37628,2025.67
39605,1457.76
41966,1538.31
36536,4929.55
31259,2770.35
29416,2831.49
26725,1779.16
18813,4259.46
58589,4149.98
5901,4923.87
26043,1686.57
16180,1592.6
39163,2400.3
36250,3837.86
20432,2636.68
49484,1912.41
57862,2471.11
11837,1799.95
59697,4106.39
48942,2133.2
30621,1356.3
35981,3662.38
24654,1542.78
33328,4883.29
34447,2308.92
14797,2010.92
43817,2676.12
22225,4545.54
15489,3509.11
32036,1526.82
53437,4939.4
8216,1076.83
15462,4170.93
24867,2621.65
43624,3665.47
1554,4345.38
55046,4795.94
13013,4314.48
9108,2039.79
45255,932.02
57889,1525.78
38296,4799.54
17275,2572.4
28085,2755.44
57651,1027.35
46984,4907.33
11604,1574.7
3343,3557.78
58562,4273.71
19258,3108.36
48771,631.41
39188,2450.63
30812,845.52
47324,2081.91
48017,2496.33
50658,1838.87
57137,1322.3
11162,1676.45
3425,4663.93
58204,1462.05
56229,1475.61
39836,2715.43
41755,678.72
50880,4839.77
26916,3790.92
18620,506.09
5054,1893.53
51546,4707.08
17513,603.75
32963,2736.61
45533,2021.41
15304,1108.95
7643,1970.35
6549,2329.2
42248,1767.24
13761,1473.06
43156,3680.58
15310,1628.28
53345,4301.32
44639,4431.78
7657,3465.81
47330,3500.9
41999,3600.12
16619,2919.78
11176,3784.57
57123,2799.56
58210,1712.43
3431,3420.31
10268,4592.0
50894,2918.63
41741,2800.14
39822,1770.69
5040,3623.9
18634,2586.51
26902,1422.33
17507,1996.91
51552,2123.28
46748,4786.36
5726,3825.62
17261,1551.65
38282,4501.48
2049,3403.35
41027,1635.07
28091,2969.05
59668,1638.73
11610,2082.8
57645,1890.25
58576,640.23
3357,3150.35
4438,2741.98
47456,3458.69
30806,1571.5
48765,2461.19
15476,3172.66
8202,2662.25
53423,2974.97
24873,3880.25
7131,2795.54
43630,2152.1
12319,3843.62
1540,4624.92
55052,912.99
14768,3549.45
17249,3441.03
46760,4631.64
37199,1275.03
59640,3293.37
21923,4007.23
2061,1707.6
56573,2005.57
40311,1574.61
11638,2955.82
59898,559.85
16157,1862.67
36287,1743.78
4410,2741.72
19264,1240.37
44177,2052.81
7119,4285.98
12331,4064.86
14998,3814.96
43618,2561.74
45269,1844.49
6207,4844.64
14740,2164.71
9134,1407.14
6561,3448.89
14026,3154.05
9652,2256.74
52073,2970.53
13749,547.09
42260,1380.64
54402,4654.81
23852,4320.38
44611,2774.82
13991,658.05
22594,2855.42
15338,2067.17
16631,3197.62
28907,1175.77
50664,1648.08
4376,3956.28
47318,2730.48
19502,1261.37
3419,3060.79
58238,1975.7
59126,1777.73
2707,1067.98
41769,4264.69
30190,3480.69
10240,3734.22
56215,3843.55
20383,3083.08
46006,4277.38
5068,4035.4
50670,3018.71
16625,2126.94
19516,3594.59
4362,4613.89
30184,773.16
59132,3175.57
56201,2609.27
10254,3697.55
49321,4793.35
20397,4633.85
46012,3736.89
6575,2021.25
52067,3100.68
9646,560.51
14032,4253.4
42274,4091.86
12443,709.84
23846,3562.87
13985,687.9
8558,1026.52
53379,4907.27
22580,4568.04
44163,1091.66
25589,4675.18
24697,4304.36
42512,4081.75
6213,3712.56
34484,4566.79
9120,4003.82
14754,2213.35
46774,2759.4
21937,3645.15
59654,1602.88
48981,526.38
40305,1573.0
57679,3447.24
48759,4471.01
16143,3074.15
19270,1361.26
4404,738.72
50499,1692.66
21260,2102.89
5295,3600.06
28522,2971.71
41594,4988.27
19927,2103.89
8969,3346.11
12872,2032.01
54827,3790.78
23477,824.22
7482,654.17
35215,3495.58
22769,4178.36
6944,1142.17
25006,4040.2
43383,1914.27
25760,4076.34
35573,1549.72
42923,1083.52
45094,1867.22
23311,1069.43
55287,1019.51
33102,1547.96
1795,3331.1
28244,2897.4
4835,4104.34
20618,1195.64
18387,4552.08
21506,4071.52
19099,4455.25
56956,4013.78
31715,1108.51
3182,933.85
49876,1917.6
57490,4276.72
26269,4268.34
2288,4046.63
